ID,Class,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30
382,1,V4,V4,V2,V1,V3,V3,V2,V4,D,B,C,D,,T,1,1,1,24,,12,1304,59265,1,24,2023,4,4,37,1,1
383,0,V0,V4,V5,V4,V3,V3,V2,V0,B,B,C,D,,T,0,1,1,18,,4,757,168069,1,18,2279,3,3,28,2,1
384,1,V2,V5,V2,V2,V3,V4,V2,V2,D,A,C,B,Y,T,1,1,1,24,,9,1160,111284,1,24,7815,3,3,38,1,1
385,1,V3,V5,V1,V2,V3,V4,V2,V3,D,A,B,B,,T,1,1,1,36,,12,769,133634,2,36,8948,3,2,31,1,1
386,0,V2,V2,V2,V4,V2,V3,V2,V2,A,B,C,A,,T,0,1,1,6,,5,33,128156,1,6,449,4,4,23,1,1
387,1,V2,V5,V2,V4,V4,V4,V2,V2,D,B,C,D,,T,1,1,1,24,,9,1235,126154,1,24,2680,4,1,29,1,1
388,1,V4,V3,V2,V0,V2,V3,V2,V4,A,B,C,D,,T,0,1,1,20,,8,746,57067,1,20,4273,1,4,24,2,1
389,1,V4,V3,V2,V4,V1,V3,V1,V4,D,B,C,D,,T,0,1,1,10,,15,668,108064,1,10,2147,1,3,23,2,1
390,0,V4,V3,V2,V4,V2,V3,V1,V4,D,B,C,D,,T,1,1,1,36,,12,433,61112,1,36,7128,2,4,23,2,1
391,1,V1,V3,V3,V1,V1,V3,V2,V1,A,A,B,A,,T,1,1,1,24,,-2,656,112219,1,24,2829,4,4,22,1,1
392,0,V4,V4,V2,V0,V1,V3,V2,V4,B,A,A,A,,T,0,1,1,18,,13,1051,141064,1,18,1057,3,3,30,2,3
393,1,V2,V4,V2,V1,V2,V3,V2,V2,A,B,C,D,,T,1,1,1,12,,5,1032,212666,1,12,1894,4,4,29,1,3
394,1,V4,V4,V2,V1,V3,V3,V2,V4,D,A,C,C,,T,1,1,1,9,,18,661,82279,1,9,2135,4,4,48,3,1
395,1,V2,V1,V2,V1,V1,V3,V2,V2,B,A,C,D,,T,0,2,1,8,12,4,1218,39125,1,8,1415,4,2,33,1,3
396,0,V4,V5,V2,V0,V4,V3,V3,V4,A,A,C,B,,T,1,1,1,48,,11,1754,140260,1,48,6332,4,4,46,2,1
397,1,V4,V4,V5,V4,V3,V3,V2,V4,B,C,C,B,,T,1,1,1,24,,10,331,73540,1,24,3879,4,2,37,1,1
398,1,V2,V4,V5,V1,V3,V4,V2,V2,C,B,A,A,,T,1,1,1,21,,9,1356,69428,1,21,2924,1,1,28,1,1
399,0,V1,V3,V2,V4,V2,V3,V2,V1,A,C,A,B,,T,1,1,1,24,,10,984,143678,1,24,6873,2,1,55,1,1
400,1,V4,V5,V1,V0,V4,V3,V3,V4,D,A,C,C,,T,0,1,1,36,,9,412,106372,1,36,10478,2,4,42,2,1
401,1,V4,V4,V2,V0,V4,V3,V2,V4,A,B,C,C,,T,1,1,1,6,,7,670,97631,1,6,861,1,4,39,2,1
402,1,V2,V3,V2,V2,V3,V2,V1,V2,A,B,C,D,,T,0,1,1,21,,14,471,70309,1,21,3600,1,4,26,1,1
403,1,V2,V1,V3,V0,V3,V3,V2,V2,D,A,C,B,,T,0,1,1,36,,10,1329,123763,1,36,2300,4,4,39,1,1
404,0,V2,V1,V2,V1,V3,V3,V1,V2,A,C,C,B,,T,0,1,1,36,,12,1231,94129,1,36,2303,4,4,31,1,1
405,0,V2,V5,V1,V0,V4,V3,V3,V2,A,A,C,B,,T,0,1,1,36,,16,-19,122201,1,36,8336,3,4,47,1,1
406,0,V2,V4,V2,V0,V4,V4,V3,V2,B,A,C,B,,T,1,1,1,36,,9,1135,108008,1,36,14319,4,2,57,1,1
407,1,V2,V6,V2,V2,V2,V3,V1,V2,C,A,C,A,,T,1,1,1,15,6,13,867,119890,1,15,2688,2,4,26,1,1
408,1,V4,V1,V2,V0,V1,V2,V2,V4,B,A,C,B,,T,0,1,1,9,44,5,811,81037,1,9,1155,2,4,37,3,1
409,0,V1,V6,V2,V2,V3,V3,V1,V1,A,B,C,D,,T,0,1,1,48,,9,1078,88372,1,48,7686,2,4,37,1,3
410,1,V2,V1,V1,V1,V4,V3,V3,V2,D,A,C,D,,T,1,1,1,12,,10,554,92610,1,12,2280,4,4,37,1,1
411,1,V3,V4,V2,V0,V4,V3,V3,V3,D,A,C,A,,T,1,1,1,24,,9,1468,34027,1,24,2033,4,4,60,2,1
412,1,V4,V5,V4,V0,V4,V3,V1,V4,B,B,C,C,,T,0,1,1,24,,16,1010,91591,1,24,7759,2,4,29,1,1
413,1,V2,V1,V3,V1,V3,V2,V2,V2,C,B,C,C,,T,0,1,1,24,,12,1310,125361,1,24,1259,3,3,57,1,1
414,1,V4,V2,V3,V0,V3,V3,V2,V4,D,A,C,C,,T,1,1,1,9,,7,1308,131809,1,9,937,4,2,52,2,1
415,1,V3,V4,V1,V0,V3,V3,V2,V3,B,A,C,D,,T,0,1,1,18,,16,797,114991,2,18,2900,4,4,43,1,1
416,1,V1,V1,V3,V0,V2,V2,V2,V1,D,A,A,A,,T,0,1,1,6,,13,513,145626,2,6,1751,2,4,45,1,1
417,0,V2,V2,V2,V1,V4,V3,V3,V2,D,A,B,C,,T,1,1,1,36,71,9,1124,63805,1,36,1820,4,4,37,1,1
418,0,V4,V6,V2,V3,V3,V4,V2,V4,D,A,B,D,,T,1,1,1,12,,10,415,64194,1,12,2293,4,2,42,2,1
419,1,V4,V3,V2,V4,V3,V4,V2,V4,D,C,C,D,,T,1,1,1,18,,12,1357,130554,1,18,3781,3,2,35,2,1
420,0,V2,V1,V2,V4,V2,V3,V2,V2,A,C,C,A,X,T,0,1,1,24,,18,1028,137989,1,24,1939,4,3,32,1,1
421,1,V2,V5,V2,V4,V3,V3,V2,V2,B,A,C,B,,T,0,1,1,26,,14,1375,59918,1,26,7967,2,3,30,2,1
422,1,V4,V1,V5,V0,V1,V3,V2,V4,D,A,C,A,,T,1,1,1,24,,13,719,67733,2,24,2873,3,4,36,1,1
423,0,V4,V4,V2,V4,V3,V3,V2,V4,B,C,C,B,,T,0,1,1,36,,5,1250,109655,1,36,2821,4,4,27,2,1
424,1,V4,V1,V2,V0,V3,V3,V2,V4,D,A,C,D,,T,1,1,1,18,,6,554,77545,1,18,6071,3,4,33,2,1
425,1,V2,V7,V2,V1,V3,V3,V2,V2,C,A,C,A,,T,1,1,1,10,,15,864,57452,1,10,1226,2,2,37,1,1
426,1,V4,V2,V2,V1,V3,V3,V2,V4,D,A,C,D,,T,0,1,1,12,,13,377,130028,1,12,702,4,2,32,2,1
427,0,V2,V1,V5,V1,V3,V2,V2,V2,A,B,C,C,,T,0,1,1,24,,5,1000,75474,1,24,1283,4,2,32,1,1
428,1,V4,V1,V2,V1,V3,V3,V2,V4,D,B,C,C,,T,0,1,1,18,,12,715,120812,1,18,2405,2,2,26,2,1
429,1,V3,V1,V5,V2,V2,V3,V1,V3,B,B,C,C,,T,1,1,1,24,,11,1577,130355,1,24,1554,3,2,23,2,1
430,1,V4,V6,V2,V1,V1,V4,V2,V4,D,A,C,A,,T,1,1,1,24,,18,960,99366,1,24,4527,3,2,74,1,1
431,0,V0,V5,V2,V0,V4,V3,V3,V0,A,A,C,B,,T,0,1,1,48,,10,1245,32883,2,48,4606,3,4,24,2,1
432,1,V2,V1,V1,V0,V3,V3,V2,V2,B,B,C,B,,T,1,1,1,24,,5,-108,120387,1,24,5085,2,4,42,1,1
433,1,V2,V4,V2,V4,V2,V2,V2,V2,C,A,C,D,,T,0,1,1,10,,7,1554,148128,2,10,3950,1,1,37,1,3
434,1,V4,V1,V2,V2,V3,V3,V2,V4,D,B,C,D,,T,0,1,1,30,,13,757,81942,1,30,5772,4,2,25,2,1
435,1,V2,V3,V2,V1,V3,V3,V2,V2,A,C,C,C,,T,0,1,1,12,,18,534,171163,1,12,2578,2,1,42,1,1
436,1,V4,V1,V4,V0,V3,V3,V2,V4,D,A,C,D,,T,0,1,1,18,,9,268,131131,1,18,1583,4,4,46,2,1
437,1,V2,V1,V2,V4,V1,V3,V2,V2,D,D,C,A,,T,1,1,1,18,,8,936,86042,1,18,1474,3,4,39,1,1
438,1,V1,V1,V2,V4,V4,V4,V3,V1,A,A,A,B,,T,1,1,1,18,,10,610,44644,1,18,1941,3,4,36,1,2
439,0,V1,V2,V4,V4,V2,V3,V1,V1,B,B,A,A,,T,0,1,1,6,,19,612,109912,2,6,434,4,2,24,1,1
440,1,V3,V1,V1,V0,V3,V3,V2,V3,D,A,A,B,,T,0,1,1,48,,7,1566,127848,2,48,7239,3,3,32,2,1
441,1,V2,V4,V1,V3,V4,V4,V2,V2,D,A,C,D,,T,1,1,1,12,,7,1136,123633,1,12,2860,4,4,38,1,1
442,1,V2,V6,V2,V1,V1,V3,V2,V2,D,D,C,B,,T,1,2,1,12,,6,531,65944,1,12,1077,2,2,26,1,1
443,0,V2,V3,V2,V1,V3,V4,V2,V2,D,B,C,C,,T,1,1,1,36,,13,636,115869,1,36,3350,4,2,28,1,1
444,1,V2,V5,V3,V1,V3,V3,V2,V2,D,A,C,A,,T,0,1,1,39,,15,823,108974,1,39,2570,4,4,24,1,1
445,1,V2,V3,V2,V4,V1,V2,V1,V2,D,B,C,D,,T,0,1,1,4,,10,1087,144342,2,4,602,1,3,23,1,1
446,1,V4,V3,V1,V0,V4,V3,V1,V4,C,A,C,C,,T,0,1,1,24,,8,756,107371,1,24,3618,4,4,20,2,2
447,0,V1,V3,V2,V2,V3,V3,V2,V1,A,A,A,B,,T,0,1,1,24,,8,1104,100908,1,24,3553,3,4,27,1,1
448,1,V4,V5,V2,V2,V3,V3,V2,V4,D,A,C,D,,T,1,1,1,24,,14,591,74065,1,24,2347,4,3,35,2,1
449,0,V2,V4,V1,V1,V3,V3,V2,V2,A,D,C,D,,T,0,1,1,12,,8,846,67200,1,12,901,4,2,23,1,1
450,1,V4,V1,V1,V1,V1,V3,V2,V4,D,A,C,A,X,T,0,1,1,9,,13,1531,131601,2,9,3075,1,2,33,2,1
451,1,V4,V4,V4,V0,V1,V3,V2,V4,D,A,C,C,,T,1,1,1,24,,7,972,97725,1,24,1941,4,4,60,1,1
452,1,V2,V1,V2,V1,V1,V3,V2,V2,D,A,A,A,,T,0,1,1,12,,10,275,70622,1,12,708,4,2,30,2,1
453,1,V2,V5,V2,V1,V4,V3,V2,V2,A,A,A,B,,T,1,1,1,24,,17,972,133327,2,24,2925,3,4,63,1,3
454,1,V3,V1,V2,V1,V1,V3,V1,V3,B,D,C,C,,T,0,1,1,12,,7,1697,85399,1,12,586,4,4,20,2,2
455,0,V2,V5,V1,V0,V2,V3,V3,V2,A,A,C,A,,T,1,1,1,18,,10,1349,136207,2,18,7512,1,4,51,1,1
456,0,V4,V3,V2,V2,V2,V3,V2,V4,B,A,C,A,,T,0,1,1,30,,13,1454,75605,1,30,8387,2,2,49,1,1
457,1,V2,V4,V2,V4,V1,V3,V2,V2,A,A,C,A,,T,0,1,1,15,,9,514,148152,1,15,1722,2,3,36,1,1
458,1,V4,V3,V2,V0,V3,V3,V2,V4,D,A,C,B,,T,1,1,1,24,,8,618,126266,1,24,5151,4,4,33,1,1
459,1,V4,V5,V2,V0,V2,V3,V2,V4,A,A,C,D,,T,1,1,1,24,,9,954,117778,1,24,2958,4,4,63,2,1
460,1,V2,V4,V2,V4,V1,V3,V2,V2,D,D,C,D,,T,0,1,1,24,,6,1184,167665,1,24,1250,4,2,28,1,1
461,1,V2,V2,V2,V2,V2,V4,V2,V2,B,B,C,D,,T,1,1,1,9,,13,1151,90441,1,9,1200,4,4,67,2,1
462,1,V2,V3,V2,V1,V2,V2,V2,V2,A,A,C,D,Y,T,0,1,1,12,,16,605,66610,2,12,3591,2,2,29,1,2
463,1,V2,V4,V4,V0,V1,V3,V2,V2,B,A,C,B,,T,1,1,1,12,,13,1249,123253,1,12,1319,4,4,54,1,1
464,1,V2,V3,V1,V0,V2,V2,V2,V2,A,C,C,A,,T,1,1,1,12,,7,1148,141711,1,12,1263,2,4,49,1,1
465,1,V2,V3,V1,V2,V1,V2,V1,V2,D,B,A,D,,T,0,1,1,15,,13,937,114635,1,15,2187,1,4,33,1,1
466,1,V4,V3,V2,V0,V3,V3,V2,V4,A,A,C,B,,T,1,1,1,15,,13,813,150380,2,15,1479,4,4,44,2,1
467,1,V2,V3,V2,V4,V2,V3,V2,V2,C,B,C,B,,T,0,1,1,10,3,9,1000,151218,1,10,1276,4,2,23,1,1
468,1,V4,V4,V2,V0,V1,V2,V2,V4,A,A,C,D,,T,0,1,1,8,,10,1182,54447,1,8,732,4,4,47,2,1
469,1,V4,V1,V5,V1,V2,V3,V2,V4,D,B,C,A,,T,0,1,1,6,,15,1041,190616,1,6,1238,1,1,27,2,1
470,1,V4,V5,V2,V2,V3,V3,V2,V4,D,A,C,A,,T,0,1,1,18,,18,885,126622,1,18,3851,3,1,27,2,1
471,1,V2,V1,V2,V1,V3,V3,V2,V2,B,B,C,B,,T,1,1,1,12,,10,1171,152482,1,12,1568,1,1,22,1,1
472,0,V2,V4,V2,V4,V3,V2,V2,V2,B,B,C,C,,T,1,1,1,24,,19,723,101106,1,24,1356,3,4,25,1,1
473,1,V2,V4,V1,V2,V2,V3,V2,V2,,A,C,A,,T,0,2,1,18,,14,1039,140362,1,18,2663,4,3,32,1,1
474,1,V4,V8,V5,V0,V1,V3,V2,V4,A,A,C,D,,T,0,2,1,9,,14,1498,63609,2,9,1289,3,4,48,2,3
475,1,V2,V5,V4,V1,V3,V3,V1,V2,D,B,C,A,,T,1,1,1,24,,3,302,142992,1,24,2604,2,4,28,1,1
476,1,V2,V1,V3,V4,V1,V3,V1,V2,B,D,C,A,,T,0,1,1,18,,4,745,129169,1,18,3214,1,3,25,1,1
477,1,V4,V1,V2,V1,V3,V3,V2,V4,D,A,C,A,,T,0,1,1,18,,5,-101,108119,1,18,1801,4,2,24,2,1
478,1,V2,V1,V2,V1,V1,V2,V2,V2,B,A,C,B,,T,0,1,1,9,,11,1268,124361,2,9,2119,2,2,37,1,1
479,0,V2,V3,V5,V1,V3,V3,V1,V2,B,B,C,D,,T,0,1,1,30,,5,1444,103732,1,30,3442,2,4,21,1,2
480,0,V4,V4,V2,V0,V1,V3,V1,V4,A,B,A,C,,T,1,1,1,18,,10,1115,173427,1,18,3967,1,4,33,3,1
481,1,V2,V4,V5,V1,V1,V3,V1,V2,D,A,C,C,,T,0,2,1,9,,10,791,11402,2,9,3578,1,2,26,1,3
482,1,V4,V9,V2,V3,V4,V4,V2,V4,D,A,A,D,,T,1,1,1,24,,6,1602,116289,1,24,6315,4,2,27,2,2
483,1,V2,V4,V2,V1,V2,V2,V2,V2,D,A,C,A,,T,0,1,1,24,,7,1464,83585,2,24,7394,1,4,43,1,1
484,1,V4,V5,V2,V0,V3,V4,V2,V4,D,A,C,D,,T,1,1,1,21,,15,1246,88062,1,21,,1,4,36,1,1
485,1,V2,V1,V1,V2,V3,V2,V1,V2,A,D,C,A,,T,0,1,1,18,,18,1386,110139,1,18,1937,2,4,23,2,1
486,0,V4,V4,V1,V2,V1,V2,V2,V4,C,A,A,A,,T,0,1,1,24,,8,1395,116488,2,24,1345,4,2,37,2,1
487,1,V2,V3,V4,V1,V3,V3,V2,V2,A,A,C,A,,T,0,1,1,18,,14,1578,63674,1,18,2660,4,2,28,1,1
488,1,V2,V2,,V2,V3,V3,V2,V2,B,A,C,A,,T,0,1,1,36,,12,818,136200,2,36,2274,3,1,32,2,1
489,0,V0,V6,,V3,V2,V3,V2,V0,A,A,B,A,,T,1,1,1,27,,13,667,116495,1,27,5294,2,4,50,2,1
490,1,V2,V3,V2,V1,V1,V3,V1,V2,D,B,C,C,,T,0,1,1,9,87,17,1717,88400,1,9,1389,4,2,26,1,1
491,1,V2,V1,V2,V1,V3,V2,V1,V2,C,B,C,B,,T,1,1,1,12,,14,987,89894,1,12,1882,2,2,44,1,1
492,0,V2,V2,V2,V1,V3,V2,V1,V2,A,A,C,A,,T,0,1,1,12,,8,1086,94616,2,12,685,4,4,40,1,1
493,1,V2,V2,V2,V0,V2,V3,V2,V2,D,A,A,A,,T,1,1,1,12,,9,678,85009,2,12,1394,4,4,47,3,1
494,1,V3,V6,V1,V1,V2,V4,V2,V3,B,A,A,A,,T,1,1,1,24,,5,579,90467,1,24,4713,4,2,37,2,1
495,0,V3,V8,V4,V0,V4,V3,V3,V3,D,A,C,B,,T,0,1,1,12,,16,988,158507,2,12,1556,4,4,55,2,1
496,1,V2,V1,V1,V0,V3,V3,V2,V2,D,A,C,D,,T,1,1,1,30,,13,610,48698,1,30,1868,4,4,58,1,1
497,1,V4,V7,V2,V2,V2,V3,V2,V4,B,A,C,C,,T,0,1,1,12,,5,1276,79881,1,12,1425,4,3,26,1,1
498,1,V4,V2,V2,V1,V4,V3,V3,V4,D,A,A,C,Y,T,1,1,1,48,,17,1034,49484,1,48,6111,1,3,31,1,1
499,1,V4,V5,V2,V0,V1,V3,V2,V4,A,A,C,C,,T,0,1,1,12,,17,346,159171,1,12,1410,4,3,54,1,1
500,1,V2,V1,V2,V4,V3,V3,V2,V2,D,B,C,D,,T,0,1,1,12,,15,1231,45687,2,12,1494,4,3,34,1,1
501,1,V0,V1,V2,V0,V3,V2,V2,V0,D,D,C,C,,T,0,1,1,6,,9,1167,102856,1,6,427,4,4,39,1,1
502,0,V2,V4,V2,V2,V3,V3,V1,V2,A,B,C,B,,T,0,1,1,24,,7,1080,119586,1,24,1443,4,4,23,2,1
503,0,V2,V6,V2,V4,V2,V3,V1,V2,A,B,C,C,,T,0,1,1,48,,9,1052,100229,1,48,4309,3,4,24,1,1
504,0,V2,V4,V2,V1,V1,V3,V1,V2,D,B,C,C,,T,0,1,1,27,,3,1482,150295,1,27,2571,3,3,21,1,1
505,0,V4,V4,V2,V2,V2,V3,V2,V4,D,A,A,B,,T,0,1,1,18,,10,809,118284,1,18,2776,2,2,31,2,1
506,1,V0,V6,V2,V2,V2,V3,V2,V0,A,A,A,A,,T,1,1,1,18,,14,62,29400,1,18,3105,3,1,31,1,1
507,1,V2,V6,V4,V1,V2,V2,V2,V2,B,A,C,C,,T,1,1,1,18,,14,1893,112279,1,18,1942,4,2,35,1,1
508,1,V2,V6,V2,V0,V1,V4,V2,V2,B,A,A,C,,T,1,1,1,18,,15,1054,105774,1,18,4440,1,1,33,1,2
509,1,V2,V5,V1,V4,V3,V3,V1,V2,D,B,C,B,,T,0,1,1,12,22,18,1300,124632,1,12,4676,1,4,20,1,1
510,1,V4,V1,V1,V0,V2,V2,V1,V4,D,A,C,B,,T,1,1,1,7,,12,1270,226066,1,7,731,4,2,46,2,1
511,1,V2,V1,V1,V2,V3,V3,V2,V2,B,A,C,B,,T,1,1,1,48,,6,-87,142459,2,48,3980,4,1,41,2,1
512,1,V4,V1,V1,V2,V2,V3,V2,V4,C,A,C,D,,T,1,1,1,10,,9,596,105650,1,10,1348,4,2,27,2,1
513,0,V4,V9,V2,V1,V3,V4,V2,V4,B,A,C,A,,T,1,1,1,24,,11,1384,104187,2,24,11939,2,3,39,2,2
514,0,V2,V6,V2,V1,V3,V3,V2,V2,B,A,C,A,,T,1,1,1,48,,9,1186,28295,1,48,15673,2,2,23,1,1
515,1,V3,V5,V2,V4,V2,V2,V2,V3,D,B,C,D,,T,0,1,1,15,,7,959,114578,1,15,3595,1,2,46,2,1
516,1,V2,V9,V1,V3,V4,V1,V3,V2,B,A,A,A,Y,T,1,1,1,48,,6,1175,66515,1,48,5382,3,4,40,1,1
517,1,V2,V2,V1,V1,V2,V3,V1,V2,A,B,A,C,,T,1,1,1,12,,15,1080,124911,1,12,1201,4,4,23,1,1
518,1,V2,V3,V2,V1,V1,V3,V2,V2,C,A,C,A,,T,0,1,1,24,,9,609,146502,1,24,1926,2,2,26,1,1
519,0,V2,V4,V2,V1,V3,V2,V2,V2,A,A,C,B,,T,0,1,1,9,,12,905,126955,1,9,655,4,3,28,1,1
520,1,V4,V1,V1,V0,V1,V3,V2,V4,D,B,C,A,,T,1,1,1,12,9,12,1270,97165,1,12,1241,4,2,38,2,1
521,0,V4,V3,V2,V1,V1,V4,V1,V4,A,C,C,D,,T,1,1,1,6,,10,1079,123189,1,6,3385,1,4,44,1,1
522,0,V3,V1,V2,V1,V3,V4,V2,V3,D,A,C,C,,T,1,1,1,36,,4,1128,154061,1,36,4464,4,2,26,2,1
523,1,V2,V3,V2,V4,V2,V4,V2,V2,C,B,A,A,,T,1,1,1,12,,11,689,149169,1,12,1475,4,1,33,1,1
524,1,V2,V1,V2,V4,V2,V4,V1,V2,A,B,C,A,X,T,1,1,1,21,,10,1014,111173,1,21,2607,4,4,28,1,1
525,1,V4,V1,V1,V1,V1,V2,V2,V4,D,A,C,D,,T,0,1,1,6,,12,1245,117038,2,6,1899,1,2,34,2,1
526,1,V4,V5,V2,V2,V3,V4,V2,V4,D,A,C,B,,T,1,1,1,33,,9,275,129147,1,33,7254,3,2,35,2,1
527,1,V3,V4,V1,V1,V3,V3,V1,V3,B,B,C,C,,T,1,1,1,24,,5,565,54829,1,24,1966,4,4,42,2,1
528,0,V1,V4,V2,V0,V4,V4,V2,V1,D,A,A,A,,T,1,1,1,18,,4,1389,62270,2,18,6459,2,4,39,2,1
529,1,V2,V4,V1,V2,V1,V2,V2,V2,A,A,C,A,,T,0,2,1,21,,4,1179,-16898,1,21,3764,2,2,24,1,2
530,1,V2,V1,V2,V4,V3,V3,V2,V2,D,B,A,A,,T,0,1,1,12,,10,1421,86415,1,12,2172,2,2,29,1,1
531,1,V4,V1,V2,V2,V3,V3,V1,V4,D,B,C,A,,T,1,1,1,6,,4,543,179579,1,6,1555,1,2,24,2,1
532,1,V2,V6,V4,V0,V1,V3,V2,V2,D,C,C,A,,T,1,1,1,11,,8,1456,24510,1,11,2143,1,2,28,1,1
533,1,V2,V1,V2,V4,V1,V3,V2,V2,D,A,C,B,Y,T,0,1,1,18,,14,1089,-3476,1,18,2052,4,1,33,1,1
534,0,V2,V10,V2,V2,V2,V3,V1,V2,A,D,C,D,,T,0,1,1,12,,19,653,153454,1,12,903,4,4,21,1,1
535,1,V2,V1,V2,V1,V3,V3,V2,V2,C,D,C,C,,T,0,1,1,12,,2,648,101958,1,12,3017,3,1,24,1,1
536,0,V3,V3,V2,V2,V1,V3,V2,V3,D,B,C,D,,T,0,1,1,18,,7,1494,122666,1,18,1809,4,1,22,1,1
537,1,V2,V1,V1,V0,V3,V3,V2,V2,B,B,C,C,,T,0,1,1,30,,10,1027,79380,1,30,2992,2,4,25,1,1
538,1,V2,V1,V5,V0,V1,V3,V2,V2,C,C,C,A,,T,0,1,1,9,,13,892,146343,1,9,1127,2,4,49,1,1
539,0,V2,V4,V5,V4,V2,V2,V2,V2,B,B,A,D,,T,0,1,1,12,,11,961,174872,1,12,837,4,2,23,1,1
540,1,V4,V2,V1,V4,V2,V2,V2,V4,D,A,C,B,,T,0,1,1,12,,9,1400,116628,2,12,3566,2,1,37,2,1
541,1,V2,V1,V5,V2,V2,V3,V2,V2,D,D,C,B,,T,1,1,1,24,,13,855,65217,1,24,1312,4,3,26,1,1
542,1,V2,V1,V2,V2,V1,V2,V2,V2,B,D,A,C,,T,0,1,1,6,,14,553,153973,1,6,485,3,3,28,1,3
543,1,V4,V4,V2,V1,V1,V2,V1,V4,A,A,C,D,,T,0,2,1,12,,17,550,133812,2,12,2123,3,2,39,2,1
544,1,V2,V6,V5,V1,V3,V3,V2,V2,B,A,C,B,,T,0,1,1,18,93,6,839,103707,1,18,2623,4,4,34,1,1
545,1,V2,V3,V2,V2,V2,V3,V1,V2,D,B,C,B,,T,1,1,1,24,,10,810,74680,1,24,3973,2,4,25,1,1
546,0,V2,V3,V2,V1,V3,V3,V2,V2,A,A,C,C,,T,0,1,1,18,,12,1382,157440,1,18,4154,2,3,42,1,2
547,0,V2,V1,V2,V1,V3,V3,V2,V2,A,B,C,A,X,T,1,1,1,48,,10,851,132468,1,48,6759,3,2,31,1,1
548,0,V4,V2,V4,V0,V4,V3,V3,V4,B,A,C,D,,T,0,1,1,9,,6,1224,83540,2,9,1137,4,3,32,2,1
549,1,V2,V2,V3,V0,V4,V3,V3,V2,D,A,C,B,,T,1,1,1,10,,9,957,152258,1,10,728,4,4,46,1,1
550,1,V2,V4,V2,V2,V2,V3,V1,V2,B,A,C,A,,T,1,1,1,12,,2,1146,61017,2,12,2003,3,4,30,1,1
551,1,V4,V4,V5,V4,V3,V3,V2,V4,B,A,C,D,,T,0,1,1,12,,9,1618,106264,1,12,1996,4,1,27,1,1
552,1,V3,V1,V2,V1,V1,V3,V2,V3,D,B,C,A,,T,0,1,1,36,,10,811,117143,1,36,4455,4,4,34,2,1
553,1,V2,V6,V2,V2,V3,V3,V2,V2,D,A,B,B,,T,1,1,1,18,,12,865,62552,1,18,1951,4,1,34,2,1
554,0,V2,V5,V2,V0,V4,V3,V3,V2,A,A,C,C,,T,1,1,1,12,,10,1268,41924,1,12,3387,3,4,35,1,1
555,0,V2,V5,V2,V2,V4,V3,V3,V2,A,A,B,D,,T,1,1,1,48,,9,568,107186,2,48,10298,4,4,39,3,1
556,1,V2,V4,V2,V2,V4,V4,V3,V2,A,A,A,A,,T,1,1,1,36,,11,1619,76402,2,36,3250,2,4,39,1,1
557,0,V2,V3,V2,V1,V3,V3,V2,V2,A,A,C,A,,T,0,1,1,18,,5,1015,96206,1,18,2463,2,2,22,1,1
558,1,V2,V3,V2,V1,V1,V2,V1,V2,A,C,C,B,Y,T,0,1,1,24,,8,1406,109687,1,24,3022,2,2,24,1,1
559,0,V3,V4,V2,V3,V2,V4,V2,V3,B,A,C,D,X,T,1,1,1,6,85,17,684,102364,1,6,1210,4,4,47,1,1
560,0,V2,V4,V2,V0,V1,V3,V1,V2,B,C,C,C,X,T,0,1,1,12,26,9,997,69105,1,12,1224,1,1,46,2,1
561,0,V2,V1,V2,V2,V1,V3,V2,V2,A,D,C,D,,T,1,1,1,48,,9,1012,131185,1,48,7000,1,1,34,2,3
562,0,V4,V4,V2,V0,V2,V3,V2,V4,A,A,C,B,,T,0,1,1,12,,5,1561,159888,1,12,692,4,3,35,2,1
563,1,V1,V5,V2,V3,V4,V4,V3,V1,B,A,A,D,,T,1,1,1,42,,14,899,126721,1,42,9284,1,2,55,1,1
564,1,V4,V6,V5,V2,V1,V3,V2,V4,A,A,C,C,,T,1,1,1,24,,10,1136,96462,1,24,1383,4,1,26,2,1
565,1,V4,V4,V4,V2,V1,V2,V2,V4,A,B,C,A,,T,1,1,1,6,,8,845,96551,1,6,667,3,4,39,2,1
566,0,V1,V6,V2,V4,V1,V1,V2,V1,C,B,C,B,,T,0,1,1,12,,8,1150,66802,1,12,610,4,1,26,1,1
567,1,V2,V1,V3,V1,V1,V3,V1,V2,A,A,C,B,,T,0,1,1,6,,9,433,55696,2,6,2648,2,3,44,1,1
568,0,V2,V4,V2,V4,V3,V3,V2,V2,A,B,C,A,,T,1,1,1,36,,14,715,87164,1,36,1843,4,4,34,1,1
569,0,V0,V1,V2,V1,V3,V3,V2,V0,B,B,C,D,Y,T,1,1,1,36,,12,571,167625,1,36,3805,4,1,42,1,1
570,0,V2,V4,V2,V2,V4,V3,V3,V2,A,A,C,B,,T,0,1,1,48,,10,594,119465,2,48,3932,4,4,46,1,1
571,1,V4,V3,V2,V2,V3,V3,V2,V4,D,B,A,B,,T,0,1,1,15,,12,825,139850,1,15,2789,2,3,24,2,2
572,1,V2,V10,V1,V3,V2,V4,V2,V2,D,A,C,B,,T,1,1,1,6,,9,1142,81333,2,6,1239,4,4,36,1,1
